TIME_SERVER,MEAN_HEADING,MEAN_GPS_SOG_KNOTS,ADAPTED_MEAN_HEADING
2022-07-16 13:04:00,180.96,15.62,179.04
2022-07-16 13:09:00,183.78,15.42,176.22
2022-07-16 13:14:00,188.68,15.4,171.32
2022-07-16 13:19:00,213.56,14.5,146.44
2022-07-16 13:24:00,219.94,14.42,140.06
2022-07-16 13:29:00,219.86,14.32,140.14
2022-07-16 13:34:00,219.84,14.62,140.16
2022-07-16 13:39:00,220,14.6,140
2022-07-16 13:44:00,220.22,14.38,139.78
2022-07-16 13:49:00,220.1,14.52,139.9
2022-07-16 13:54:00,219.74,14.32,140.26
2022-07-16 13:59:00,220.04,14.1,139.96
2022-07-16 14:04:00,220.3,14.26,139.7
2022-07-16 14:09:00,225.66,14.26,134.34
2022-07-16 14:14:00,275.22,13.1,84.78
2022-07-16 14:19:00,241.28,13.08,118.72
2022-07-16 14:24:00,220.12,14.28,139.88
2022-07-16 14:29:00,219.9,14.14,140.1
2022-07-16 14:34:00,220.02,14.16,139.98
2022-07-16 14:39:00,220.18,14.24,139.82
2022-07-16 14:44:00,219.9,14.14,140.1
2022-07-16 14:49:00,219.92,14.24,140.08
2022-07-16 14:54:00,220.06,14.34,139.94
2022-07-16 14:59:00,219.82,14.56,140.18
2022-07-16 15:04:00,219.96,14.44,140.04
2022-07-16 15:09:00,219.64,14.52,140.36
2022-07-16 15:14:00,220.32,14.2,139.68
2022-07-16 15:19:00,220.08,13.64,139.92
2022-07-16 15:24:00,220.02,13.94,139.98
2022-07-16 15:29:00,219.76,13.66,140.24
2022-07-16 15:34:00,220.2,14.1,139.8
2022-07-16 15:39:00,219.48,13.2,140.52
2022-07-16 15:44:00,215.64,13.44,144.36
2022-07-16 15:49:00,214.72,14.16,145.28
2022-07-16 15:54:00,214.92,13.56,145.08
2022-07-16 15:59:00,211.38,13.68,148.62
2022-07-16 16:04:00,209.78,13.38,150.22
2022-07-16 16:09:00,209.98,13.72,150.02
2022-07-16 16:14:00,210.02,13.52,149.98
2022-07-16 16:19:00,209.68,12.98,150.32
2022-07-16 16:24:00,210.2,13.1,149.8
2022-07-16 16:29:00,210.06,12.94,149.94
2022-07-16 16:34:00,205.68,13.26,154.32
2022-07-16 16:39:00,205.84,11.44,154.16
2022-07-16 16:44:00,206.46,12.34,153.54
2022-07-16 16:49:00,206.18,11.86,153.82
2022-07-16 16:54:00,206.32,12.38,153.68
2022-07-16 16:59:00,205.36,11.8,154.64
2022-07-16 17:04:00,206.02,11.58,153.98
2022-07-16 17:09:00,206.32,12.02,153.68
2022-07-16 17:14:00,205.92,12.02,154.08
2022-07-16 17:19:00,205.52,11.86,154.48
2022-07-16 17:24:00,206.62,12.12,153.38
2022-07-16 17:29:00,206.12,12.3,153.88
2022-07-16 17:34:00,206.04,12.66,153.96
2022-07-16 17:39:00,205.88,12.24,154.12
2022-07-16 17:44:00,206.08,12.76,153.92
2022-07-16 17:49:00,205.8,12.76,154.2
2022-07-16 17:54:00,206.34,12.64,153.66
2022-07-16 17:59:00,205.4,12.62,154.6
2022-07-16 18:04:00,207.02,12.58,152.98
2022-07-16 18:09:00,208.12,13.26,151.88
2022-07-16 18:14:00,208.1,13.34,151.9
2022-07-16 18:19:00,210.02,13.06,149.98
2022-07-16 18:24:00,212,12.72,148
2022-07-16 18:29:00,212.44,12.32,147.56
2022-07-16 18:34:00,211.7,12.74,148.3
2022-07-16 18:39:00,212.28,13.12,147.72
2022-07-16 18:44:00,214.04,12.3,145.96
2022-07-16 18:49:00,213.9,12.58,146.1
2022-07-16 18:54:00,214.1,12.94,145.9
2022-07-16 18:59:00,213.68,13.04,146.32
2022-07-16 19:04:00,214.34,11.98,145.66
2022-07-16 19:09:00,214.16,12.68,145.84
2022-07-16 19:14:00,213.84,13.12,146.16
2022-07-16 19:19:00,214.04,13.4,145.96
2022-07-16 19:24:00,214.98,13.22,145.02
2022-07-16 19:29:00,215.76,13.32,144.24
2022-07-16 19:34:00,217.26,13.56,142.74
2022-07-16 19:39:00,218.12,13.66,141.88
2022-07-16 19:44:00,218.48,13.54,141.52
2022-07-16 19:49:00,220.04,13.84,139.96
2022-07-16 19:54:00,222.16,14.02,137.84
2022-07-16 19:59:00,225.86,13.82,134.14
2022-07-16 20:04:00,227.58,14.12,132.42
2022-07-16 20:09:00,227.82,14.12,132.18
2022-07-16 20:14:00,228.04,13.98,131.96
2022-07-16 20:19:00,228.1,14.38,131.9
2022-07-16 20:24:00,228.22,14.16,131.78
2022-07-16 20:29:00,229.88,14.02,130.12
2022-07-16 20:34:00,229.96,14.26,130.04
2022-07-16 20:39:00,230.06,14.4,129.94
2022-07-16 20:44:00,230.02,14.24,129.98
2022-07-16 20:49:00,229.88,14.44,130.12
2022-07-16 20:54:00,230.18,14.38,129.82
2022-07-16 20:59:00,230.08,14.46,129.92
2022-07-16 21:04:00,229.84,14.6,130.16
2022-07-16 21:09:00,230.1,14.72,129.9
2022-07-16 21:14:00,230.18,14.48,129.82
2022-07-16 21:19:00,230.02,14.42,129.98
2022-07-16 21:24:00,229.78,14.16,130.22
2022-07-16 21:29:00,229.9,13.74,130.1
2022-07-16 21:34:00,229.86,13.58,130.14
2022-07-16 21:39:00,229.9,13.5,130.1
2022-07-16 21:44:00,230.08,13.44,129.92
2022-07-16 21:49:00,230,13.48,130
2022-07-16 21:54:00,230.04,13.36,129.96
2022-07-16 21:59:00,229.88,13.38,130.12
2022-07-16 22:04:00,230.12,13.46,129.88
2022-07-16 22:09:00,229.86,13.48,130.14
2022-07-16 22:14:00,229.92,13.42,130.08
2022-07-16 22:19:00,230.08,13.6,129.92
2022-07-16 22:24:00,230,13.6,130
2022-07-16 22:29:00,230.08,13.66,129.92
2022-07-16 22:34:00,230.2,13.76,129.8
2022-07-16 22:39:00,229.72,13.74,130.28
2022-07-16 22:44:00,230.14,13.88,129.86
2022-07-16 22:49:00,229.82,13.84,130.18
2022-07-16 22:54:00,230.02,13.9,129.98
2022-07-16 22:59:00,230.06,14.14,129.94
2022-07-16 23:04:00,230.08,14.1,129.92
2022-07-16 23:09:00,229.92,13.86,130.08
2022-07-16 23:14:00,229.8,14.02,130.2
2022-07-16 23:19:00,230.1,13.92,129.9
2022-07-16 23:24:00,229.98,13.92,130.02
2022-07-16 23:29:00,229.98,13.8,130.02
2022-07-16 23:34:00,229.98,13.7,130.02
2022-07-16 23:39:00,230,13.78,130
2022-07-16 23:44:00,230.04,13.84,129.96
2022-07-16 23:49:00,229.98,13.8,130.02
2022-07-16 23:54:00,229.98,13.76,130.02
2022-07-16 23:59:00,230,14,130
2022-07-17 00:04:00,229.94,13.96,130.06
2022-07-17 00:09:00,230.16,14.02,129.84
2022-07-17 00:14:00,229.96,14.06,130.04
2022-07-17 00:19:00,230.08,14.08,129.92
2022-07-17 00:24:00,229.88,14.02,130.12
2022-07-17 00:29:00,230.02,14.04,129.98
2022-07-17 00:34:00,229.88,13.96,130.12
2022-07-17 00:39:00,230.04,14,129.96
2022-07-17 00:44:00,229.96,14.02,130.04
2022-07-17 00:49:00,230.18,14.16,129.82
2022-07-17 00:54:00,229.88,13.86,130.12
2022-07-17 00:59:00,230.04,13.92,129.96
2022-07-17 01:04:00,230.22,13.88,129.78
2022-07-17 01:09:00,230,13.82,130
2022-07-17 01:14:00,229.96,13.86,130.04
2022-07-17 01:19:00,229.82,13.42,130.18
2022-07-17 01:24:00,230.06,13.88,129.94
2022-07-17 01:29:00,232.12,14.06,127.88
2022-07-17 01:34:00,230.2,14.08,129.8
2022-07-17 01:39:00,230.02,13.96,129.98
2022-07-17 01:44:00,229.9,13.74,130.1
2022-07-17 01:49:00,229.92,13.82,130.08
2022-07-17 01:54:00,230,13.8,130
2022-07-17 01:59:00,229.94,13.7,130.06
2022-07-17 02:04:00,230.2,13.72,129.8
2022-07-17 02:09:00,232.38,13.44,127.62
2022-07-17 02:14:00,233.14,14.64,126.86
2022-07-17 02:19:00,232.88,13.9,127.12
2022-07-17 02:24:00,233,12.86,127
2022-07-17 02:29:00,232.98,13.62,127.02
2022-07-17 02:34:00,233.16,13.08,126.84
2022-07-17 02:39:00,232.94,13.74,127.06
2022-07-17 02:44:00,232.92,14.16,127.08
2022-07-17 02:49:00,233,13.48,127
2022-07-17 02:54:00,232.7,13.42,127.3
2022-07-17 02:59:00,233.3,13.9,126.7
2022-07-17 03:04:00,233.2,14.14,126.8
2022-07-17 03:09:00,232.78,14.16,127.22
2022-07-17 03:14:00,233.2,13.32,126.8
2022-07-17 03:19:00,233.16,13.46,126.84
2022-07-17 03:24:00,232.86,13.48,127.14
2022-07-17 03:29:00,232.88,14.06,127.12
2022-07-17 03:34:00,233.06,13.92,126.94
2022-07-17 03:39:00,233.06,13.84,126.94
2022-07-17 03:44:00,232.88,13.46,127.12
2022-07-17 03:49:00,233.16,13.68,126.84
2022-07-17 03:54:00,232.96,13.18,127.04
2022-07-17 03:59:00,232.96,13.42,127.04
2022-07-17 04:04:00,232.9,13.68,127.1
2022-07-17 04:09:00,233.22,13.54,126.78
2022-07-17 04:14:00,232.9,13.3,127.1
2022-07-17 04:19:00,232.88,13.48,127.12
2022-07-17 04:24:00,233.52,12.02,126.48
2022-07-17 04:29:00,232.64,11.98,127.36
2022-07-17 04:34:00,232.96,12.64,127.04
2022-07-17 04:39:00,232.86,12.22,127.14
2022-07-17 04:44:00,233,12.14,127
2022-07-17 04:49:00,233,12.26,127
2022-07-17 04:54:00,233.1,12.58,126.9
2022-07-17 04:59:00,232.92,12.14,127.08
2022-07-17 05:04:00,233.14,12.3,126.86
2022-07-17 05:09:00,232.84,12.3,127.16
2022-07-17 05:14:00,233.02,12.26,126.98
2022-07-17 05:19:00,233.08,12.6,126.92
2022-07-17 05:24:00,232.78,11.94,127.22
2022-07-17 05:29:00,233.06,11.94,126.94
2022-07-17 05:34:00,232.92,11.92,127.08
2022-07-17 05:39:00,233.12,12.02,126.88
2022-07-17 05:44:00,233.12,11.58,126.88
2022-07-17 05:49:00,233,11.78,127
2022-07-17 05:54:00,233.1,11.98,126.9
2022-07-17 05:59:00,232.74,12,127.26
2022-07-17 06:04:00,233.14,11.64,126.86
2022-07-17 06:09:00,233.24,11.68,126.76
2022-07-17 06:14:00,234,12.2,126
2022-07-17 06:19:00,231.96,12.24,128.04
2022-07-17 06:24:00,232.26,11.08,127.74
2022-07-17 06:29:00,231.76,11.38,128.24
2022-07-17 06:34:00,231.92,11.44,128.08
2022-07-17 06:39:00,231.96,11.72,128.04
2022-07-17 06:44:00,232.1,11.6,127.9
2022-07-17 06:49:00,231.98,11.48,128.02
2022-07-17 06:54:00,232.06,11.48,127.94
2022-07-17 06:59:00,232.32,11.16,127.68
2022-07-17 07:04:00,232.04,9.28,127.96
2022-07-17 07:09:00,232,10.14,128
2022-07-17 07:14:00,231.78,10.66,128.22
2022-07-17 07:19:00,231.68,10.34,128.32
2022-07-17 07:24:00,232.36,9.54,127.64
2022-07-17 07:29:00,231.62,9.86,128.38
2022-07-17 07:34:00,232.08,10.1,127.92
2022-07-17 07:39:00,232.08,9.38,127.92
2022-07-17 07:44:00,229.48,9.28,130.52
2022-07-17 07:49:00,229.6,9.68,130.4
2022-07-17 07:54:00,231.82,9.74,128.18
2022-07-17 07:59:00,239.88,9.92,120.12
2022-07-17 08:04:00,242.7,9.1,117.3
2022-07-17 08:09:00,241.72,8.98,118.28
2022-07-17 08:14:00,242,9.12,118
2022-07-17 08:19:00,241.68,9.4,118.32
2022-07-17 08:24:00,242.2,11.06,117.8
2022-07-17 08:29:00,241.68,11.56,118.32
2022-07-17 08:34:00,242.3,11.26,117.7
2022-07-17 08:39:00,242.42,10.82,117.58
2022-07-17 08:44:00,241.76,11.26,118.24
2022-07-17 08:49:00,242.08,11.48,117.92
2022-07-17 08:54:00,241.84,11.32,118.16
2022-07-17 08:59:00,243.34,9.38,116.66
2022-07-17 09:04:00,275.46,7.48,84.54
2022-07-17 09:09:00,290.88,7.94,69.12
2022-07-17 09:14:00,290.02,7.56,69.98
2022-07-17 09:19:00,291.12,7.24,68.88
2022-07-17 09:24:00,286.16,7.52,73.84
2022-07-17 09:29:00,252.42,9.28,107.58
2022-07-17 09:34:00,239.6,11,120.4
2022-07-17 09:39:00,240.38,10.74,119.62
2022-07-17 09:44:00,240.26,11.1,119.74
2022-07-17 09:49:00,242.2,11.72,117.8
2022-07-17 09:54:00,244.64,11.14,115.36
2022-07-17 09:59:00,245.26,10.4,114.74
2022-07-17 10:04:00,245.54,10.56,114.46
2022-07-17 10:09:00,245.42,9.64,114.58
2022-07-17 10:14:00,243.94,11,116.06
2022-07-17 10:19:00,245.32,10.84,114.68
2022-07-17 10:24:00,245.14,10.96,114.86
2022-07-17 10:29:00,244.48,10.82,115.52
2022-07-17 10:34:00,245.26,10.84,114.74
2022-07-17 10:39:00,245.2,10.66,114.8
2022-07-17 10:44:00,244.9,10.3,115.1
2022-07-17 10:49:00,245,10.24,115
2022-07-17 10:54:00,244.7,10.86,115.3
2022-07-17 10:59:00,245.2,10.34,114.8
2022-07-17 11:04:00,245.4,11.18,114.6
2022-07-17 11:09:00,244.9,11,115.1
2022-07-17 11:14:00,244.76,11.06,115.24
2022-07-17 11:19:00,245.1,10.94,114.9
2022-07-17 11:24:00,244.34,11.18,115.66
2022-07-17 11:29:00,230.28,11.12,129.72
2022-07-17 11:34:00,230.68,10.54,129.32
2022-07-17 11:39:00,230.06,11.28,129.94
2022-07-17 11:44:00,230.22,11.28,129.78
2022-07-17 11:49:00,228.78,9.24,131.22
2022-07-17 11:54:00,223.88,7.02,136.12
2022-07-17 11:59:00,233.62,7.54,126.38
2022-07-17 12:04:00,240.78,4.48,119.22
2022-07-17 12:09:00,223.14,0.76,136.86
2022-07-17 12:14:00,220.2,0.96,139.8
2022-07-17 12:19:00,220.74,1.02,139.26
2022-07-17 12:24:00,221.1,1.6,138.9
2022-07-17 12:29:00,221.04,0.92,138.96
2022-07-17 12:34:00,225.64,1.08,134.36
2022-07-17 12:39:00,228.36,1.3,131.64
2022-07-17 12:44:00,217.02,0.8,142.98
2022-07-17 12:49:00,233.72,0.96,126.28
2022-07-17 12:54:00,220.74,0.82,139.26
2022-07-17 12:59:00,221.34,1.52,138.66
2022-07-17 13:04:00,233.68,1.1,126.32
2022-07-17 13:09:00,232.94,0.92,127.06
2022-07-17 13:14:00,236.84,1.02,123.16
2022-07-17 13:19:00,243.98,1.14,116.02
2022-07-17 13:24:00,233.5,1.14,126.5
2022-07-17 13:29:00,235.18,0.78,124.82
2022-07-17 13:34:00,228.16,0.74,131.84
2022-07-17 13:39:00,228.34,0.78,131.66
2022-07-17 13:44:00,228.78,1.68,131.22
2022-07-17 13:49:00,229.24,1.22,130.76
2022-07-17 13:54:00,231.22,1.16,128.78
2022-07-17 13:59:00,220.86,1.22,139.14
2022-07-17 14:04:00,228.48,1.72,131.52
2022-07-17 14:09:00,230.48,1.38,129.52
2022-07-17 14:14:00,252.72,2.18,107.28
2022-07-17 14:19:00,244.64,2.1,115.36
2022-07-17 14:24:00,256.52,3.32,103.48
2022-07-17 14:29:00,213.28,5.06,146.72
2022-07-17 14:34:00,197.16,13.04,162.84
2022-07-17 14:39:00,194.42,14.12,165.58
2022-07-17 14:44:00,191.98,14.22,168.02
2022-07-17 14:49:00,190.18,14.26,169.82
2022-07-17 14:54:00,190.98,13.58,169.02
2022-07-17 14:59:00,191.38,14.42,168.62
2022-07-17 15:04:00,189.06,12.68,170.94
2022-07-17 15:09:00,189.12,14.26,170.88
2022-07-17 15:14:00,189.26,14.06,170.74
2022-07-17 15:19:00,188.94,14.4,171.06
2022-07-17 15:24:00,189.18,14.5,170.82
2022-07-17 15:29:00,188.78,13.58,171.22
2022-07-17 15:34:00,188.78,13.28,171.22
2022-07-17 15:39:00,188.8,14.08,171.2
2022-07-17 15:44:00,189.2,14.42,170.8
2022-07-17 15:49:00,192.46,14.58,167.54
2022-07-17 15:54:00,243.26,8.88,116.74
2022-07-17 15:59:00,257.32,3.82,102.68
2022-07-17 16:04:00,260.64,3.24,99.36
2022-07-17 16:09:00,224.74,0.76,135.26
2022-07-17 16:14:00,210.1,0.54,149.9
2022-07-17 16:19:00,212.82,1.08,147.18
2022-07-17 16:24:00,220.62,0.1,139.38
2022-07-17 16:29:00,220.64,0.12,139.36
2022-07-17 16:34:00,220.66,0.58,139.34
2022-07-17 16:39:00,221.04,0.16,138.96
2022-07-17 16:44:00,220.72,0.14,139.28
2022-07-17 16:49:00,229.52,0.12,130.48
2022-07-17 16:54:00,230.32,0.18,129.68
2022-07-17 16:59:00,225.92,0.1,134.08
2022-07-17 17:04:00,220.42,0.1,139.58
2022-07-17 17:09:00,224.62,0.1,135.38
2022-07-17 17:14:00,221.16,0.12,138.84
2022-07-17 17:19:00,225.62,0.1,134.38
2022-07-17 17:24:00,229.96,0.1,130.04
2022-07-17 17:29:00,231.8,0.1,128.2
2022-07-17 17:34:00,229.86,0.1,130.14
2022-07-17 17:39:00,229.96,0.1,130.04
2022-07-17 17:44:00,234.96,0.12,125.04
2022-07-17 17:49:00,228.22,0.1,131.78
2022-07-17 17:54:00,227.2,0.1,132.8
2022-07-17 17:59:00,233.2,0.1,126.8
2022-07-17 18:04:00,235.64,0.1,124.36
2022-07-17 18:09:00,232.98,0.1,127.02
2022-07-17 18:14:00,234.38,0.1,125.62
2022-07-17 18:19:00,234.84,0.14,125.16
2022-07-17 18:24:00,230.42,0.12,129.58
2022-07-17 18:29:00,231.32,0.12,128.68
2022-07-17 18:34:00,235.5,0.12,124.5
2022-07-17 18:39:00,229,0.1,131
2022-07-17 18:44:00,228.4,0.12,131.6
2022-07-17 18:49:00,236.2,0.12,123.8
2022-07-17 18:54:00,236.36,0.1,123.64
2022-07-17 18:59:00,228.54,0.12,131.46
2022-07-17 19:04:00,229.88,0.1,130.12
2022-07-17 19:09:00,234.46,0.1,125.54
2022-07-17 19:14:00,227.24,0.12,132.76
2022-07-17 19:19:00,232.92,0.1,127.08
2022-07-17 19:24:00,229.18,0.1,130.82
2022-07-17 19:29:00,237.36,0.1,122.64
2022-07-17 19:34:00,240.24,0.16,119.76
2022-07-17 19:39:00,238.38,0.1,121.62
2022-07-17 19:44:00,236.06,0.1,123.94
2022-07-17 19:49:00,233.5,0.1,126.5
2022-07-17 19:54:00,235.12,0.12,124.88
2022-07-17 19:59:00,243.5,0.12,116.5
2022-07-17 20:04:00,236.62,0.14,123.38
2022-07-17 20:09:00,241.32,0.1,118.68
2022-07-17 20:14:00,238.5,0.12,121.5
2022-07-17 20:19:00,243.32,0.1,116.68
2022-07-17 20:24:00,235.34,0.1,124.66
2022-07-17 20:29:00,242.76,0.1,117.24
2022-07-17 20:34:00,246.52,0.12,113.48
2022-07-17 20:39:00,243.92,0.12,116.08
2022-07-17 20:44:00,238.86,0.1,121.14
2022-07-17 20:49:00,238.54,0.1,121.46
2022-07-17 20:54:00,242.28,0.1,117.72
2022-07-17 20:59:00,246.14,0.12,113.86
2022-07-17 21:04:00,241.84,0.1,118.16
2022-07-17 21:09:00,240.94,0.1,119.06
2022-07-17 21:14:00,240.66,0.1,119.34
2022-07-17 21:19:00,244.86,0.1,115.14
2022-07-17 21:24:00,240.14,0.1,119.86
2022-07-17 21:29:00,246.7,0.12,113.3
2022-07-17 21:34:00,248.24,0.1,111.76
2022-07-17 21:39:00,251.24,0.1,108.76
2022-07-17 21:44:00,243.74,0.12,116.26
2022-07-17 21:49:00,246.94,0.1,113.06
2022-07-17 21:54:00,247.78,0.14,112.22
2022-07-17 21:59:00,244.52,0.1,115.48
2022-07-17 22:04:00,245,0.1,115
2022-07-17 22:09:00,249.66,0.12,110.34
2022-07-17 22:14:00,243.88,0.12,116.12
2022-07-17 22:19:00,248.04,0.1,111.96
2022-07-17 22:24:00,244.14,0.1,115.86
2022-07-17 22:29:00,247.52,0.14,112.48
2022-07-17 22:34:00,252.48,0.1,107.52
2022-07-17 22:39:00,248.44,0.12,111.56
2022-07-17 22:44:00,248.34,0.14,111.66
2022-07-17 22:49:00,255.96,0.14,104.04
2022-07-17 22:54:00,252.58,0.1,107.42
2022-07-17 22:59:00,249.72,0.1,110.28
2022-07-17 23:04:00,249.36,0.1,110.64
2022-07-17 23:09:00,255.04,0.1,104.96
2022-07-17 23:14:00,249.48,0.1,110.52
2022-07-17 23:19:00,252.76,0.14,107.24
2022-07-17 23:24:00,250.84,0.1,109.16
2022-07-17 23:29:00,253.84,0.1,106.16
2022-07-17 23:34:00,253.02,0.1,106.98
2022-07-17 23:39:00,256.02,0.1,103.98
2022-07-17 23:44:00,254.12,0.1,105.88
2022-07-17 23:49:00,253.82,0.1,106.18
2022-07-17 23:54:00,250.94,0.1,109.06
2022-07-17 23:59:00,253.98,0.1,106.02
2022-07-18 00:04:00,258.36,0.12,101.64
2022-07-18 00:09:00,253.2,0.1,106.8
2022-07-18 00:14:00,251.44,0.12,108.56
2022-07-18 00:19:00,251.58,0.1,108.42
2022-07-18 00:24:00,253.6,0.12,106.4
2022-07-18 00:29:00,256.18,0.12,103.82
2022-07-18 00:34:00,256.46,0.1,103.54
2022-07-18 00:39:00,257.44,0.1,102.56
2022-07-18 00:44:00,255.58,0.12,104.42
2022-07-18 00:49:00,256.24,0.1,103.76
2022-07-18 00:54:00,258.48,0.12,101.52
2022-07-18 00:59:00,255.96,0.1,104.04
2022-07-18 01:04:00,261.4,0.12,98.6
2022-07-18 01:09:00,257.88,0.12,102.12
2022-07-18 01:14:00,255.24,0.12,104.76
2022-07-18 01:19:00,259.58,0.12,100.42
2022-07-18 01:24:00,258.66,0.1,101.34
2022-07-18 01:29:00,259.04,0.1,100.96
2022-07-18 01:34:00,257.92,0.1,102.08
2022-07-18 01:39:00,260.98,0.1,99.02
2022-07-18 01:44:00,255.92,0.12,104.08
2022-07-18 01:49:00,256.18,0.12,103.82
2022-07-18 01:54:00,260.6,0.1,99.4
2022-07-18 01:59:00,259.24,0.14,100.76
2022-07-18 02:04:00,257.66,0.14,102.34
2022-07-18 02:09:00,261.72,0.12,98.28
2022-07-18 02:14:00,261.62,0.12,98.38
2022-07-18 02:19:00,258.84,0.12,101.16
2022-07-18 02:24:00,262.16,0.12,97.84
2022-07-18 02:29:00,259.42,0.14,100.58
2022-07-18 02:34:00,260.26,0.14,99.74
2022-07-18 02:39:00,261.28,0.12,98.72
2022-07-18 02:44:00,262.04,0.1,97.96
2022-07-18 02:49:00,258.54,0.1,101.46
2022-07-18 02:54:00,264.98,0.1,95.02
2022-07-18 02:59:00,261.78,0.12,98.22
2022-07-18 03:04:00,260.56,0.1,99.44
2022-07-18 03:09:00,265.6,0.12,94.4
2022-07-18 03:14:00,261.42,0.18,98.58
2022-07-18 03:19:00,255.12,0.22,104.88
2022-07-18 03:24:00,255.84,0.18,104.16
2022-07-18 03:29:00,253.64,0.12,106.36
2022-07-18 03:34:00,255.34,0.1,104.66
2022-07-18 03:39:00,251.2,0.14,108.8
2022-07-18 03:44:00,250.56,0.12,109.44
2022-07-18 03:49:00,252.58,0.1,107.42
2022-07-18 03:54:00,254.54,0.12,105.46
2022-07-18 03:59:00,249.72,0.14,110.28
2022-07-18 04:04:00,248.34,0.12,111.66
2022-07-18 04:09:00,246.8,0.16,113.2
2022-07-18 04:14:00,245.04,0.18,114.96
2022-07-18 04:19:00,248.26,0.12,111.74
2022-07-18 04:24:00,239.44,0.12,120.56
2022-07-18 04:29:00,245.96,0.16,114.04
2022-07-18 04:34:00,247.4,0.14,112.6
2022-07-18 04:39:00,242.88,0.14,117.12
2022-07-18 04:44:00,245.16,0.16,114.84
2022-07-18 04:49:00,244.04,0.12,115.96
2022-07-18 04:54:00,245.22,0.14,114.78
2022-07-18 04:59:00,239.64,0.14,120.36
2022-07-18 05:04:00,244.1,0.16,115.9
2022-07-18 05:09:00,243.58,0.14,116.42
2022-07-18 05:14:00,239.82,0.14,120.18
2022-07-18 05:19:00,248.5,0.1,111.5
2022-07-18 05:24:00,242.38,0.12,117.62
2022-07-18 05:29:00,246.66,0.12,113.34
2022-07-18 05:34:00,241.3,0.16,118.7
2022-07-18 05:39:00,246.34,0.1,113.66
2022-07-18 05:44:00,245.4,0.12,114.6
2022-07-18 05:49:00,242.16,0.14,117.84
2022-07-18 05:54:00,242.76,0.16,117.24
2022-07-18 05:59:00,241.18,0.16,118.82
2022-07-18 06:04:00,243.44,0.16,116.56
2022-07-18 06:09:00,242.96,0.16,117.04
2022-07-18 06:14:00,242.22,0.14,117.78
2022-07-18 06:19:00,243.4,0.18,116.6
2022-07-18 06:24:00,241.66,0.16,118.34
2022-07-18 06:29:00,241.76,0.14,118.24
2022-07-18 06:34:00,241.06,0.1,118.94
2022-07-18 06:39:00,243.5,0.14,116.5
2022-07-18 06:44:00,240.58,0.12,119.42
2022-07-18 06:49:00,243.36,0.14,116.64
2022-07-18 06:54:00,242.06,0.14,117.94
2022-07-18 06:59:00,241.64,0.14,118.36
2022-07-18 07:04:00,238.02,0.12,121.98
2022-07-18 07:09:00,239.18,0.14,120.82
2022-07-18 07:14:00,240.08,0.14,119.92
2022-07-18 07:19:00,233.74,0.2,126.26
2022-07-18 07:24:00,236.9,0.16,123.1
2022-07-18 07:29:00,238.46,0.18,121.54
2022-07-18 07:34:00,234.44,0.16,125.56
2022-07-18 07:39:00,155.88,5.58,125.64
2022-07-18 07:44:00,89.12,9.18,89.12
2022-07-18 07:49:00,160.14,8.7,81.74
2022-07-18 07:54:00,142.1,7.8,135.26
2022-07-18 07:59:00,259.94,4.2,100.06
2022-07-18 08:04:00,232.8,0.76,127.2
2022-07-18 08:09:00,240.96,0.2,119.04
2022-07-18 08:14:00,238.84,0.36,121.16
2022-07-18 08:19:00,231.08,0.52,128.92
2022-07-18 08:24:00,230.22,0.72,129.78
2022-07-18 08:29:00,229.3,1,130.7
2022-07-18 08:34:00,231.94,0.62,128.06
2022-07-18 08:39:00,230.4,0.14,129.6
2022-07-18 08:44:00,234.96,0.66,125.04
2022-07-18 08:49:00,245.34,0.78,114.66
2022-07-18 08:54:00,245.82,0.52,114.18
2022-07-18 08:59:00,243.12,0.7,116.88
2022-07-18 09:04:00,236.12,0.6,123.88
2022-07-18 09:09:00,239.6,1.04,120.4
2022-07-18 09:14:00,240.44,1.28,119.56
2022-07-18 09:19:00,239.5,1.4,120.5
2022-07-18 09:24:00,235.32,1.22,124.68
2022-07-18 09:29:00,234.2,0.88,125.8
2022-07-18 09:34:00,230.34,0.84,129.66
2022-07-18 09:39:00,230.36,0.78,129.64
2022-07-18 09:44:00,230.36,1.3,129.64
2022-07-18 09:49:00,239.46,2.42,120.54
2022-07-18 09:54:00,203.74,6.26,156.26
2022-07-18 09:59:00,196.22,8.58,163.78
2022-07-18 10:04:00,200.62,9.58,159.38
2022-07-18 10:09:00,199.32,9.28,160.68
2022-07-18 10:14:00,200.38,9,159.62
2022-07-18 10:19:00,196.14,9.08,163.86
2022-07-18 10:24:00,197.94,9.22,162.06
2022-07-18 10:29:00,196.16,9.2,163.84
2022-07-18 10:34:00,197.24,9.68,162.76
2022-07-18 10:39:00,197.32,10.22,162.68
2022-07-18 10:44:00,197,9.62,163
2022-07-18 10:49:00,195.24,9.46,164.76
2022-07-18 10:54:00,190.38,10.4,169.62
2022-07-18 10:59:00,189.7,9.94,170.3
2022-07-18 11:04:00,189.76,10.7,170.24
2022-07-18 11:09:00,190.16,10.3,169.84
2022-07-18 11:14:00,189.94,10.48,170.06
2022-07-18 11:19:00,190.32,10.76,169.68
2022-07-18 11:24:00,189.88,10.1,170.12
2022-07-18 11:29:00,189.66,10.78,170.34
2022-07-18 11:34:00,190.38,10.84,169.62
2022-07-18 11:39:00,189.54,10.16,170.46
2022-07-18 11:44:00,190.06,11.02,169.94
